word,spelling_status,confidence_score,classification_reason,frequency
लगी,correct spelling,high,found in reference vocabulary,20
सच,correct spelling,high,found in reference vocabulary,20
चेंज,correct spelling,high,found in reference vocabulary,20
लेखक,correct spelling,high,found in reference vocabulary,20
लैपटॉप,correct spelling,high,found in reference vocabulary,20
थे।,correct spelling,high,found in reference vocabulary,19
दिए,correct spelling,high,found in reference vocabulary,19
बोहोत,correct spelling,high,found in reference vocabulary,19
रहेगा,correct spelling,high,found in reference vocabulary,19
था।,correct spelling,high,found in reference vocabulary,19
बताईए,correct spelling,high,found in reference vocabulary,19
फैशन,correct spelling,high,found in reference vocabulary,19
प्रकार,correct spelling,high,found in reference vocabulary,19
फिलहाल,correct spelling,high,found in reference vocabulary,19
टू,correct spelling,high,found in reference vocabulary,19
क्षेत्र,correct spelling,high,found in reference vocabulary,19
रूप,correct spelling,high,found in reference vocabulary,19
दिमाग,correct spelling,high,found in reference vocabulary,19
गेम,correct spelling,high,found in reference vocabulary,19
तू,correct spelling,high,found in reference vocabulary,19
जाओ,correct spelling,high,found in reference vocabulary,18
माहौल,correct spelling,high,found in reference vocabulary,18
निकल,correct spelling,high,found in reference vocabulary,18
देखे,correct spelling,high,found in reference vocabulary,18
दिनों,correct spelling,high,found in reference vocabulary,18
छोटी,correct spelling,high,found in reference vocabulary,18
म्यूजिक,correct spelling,high,found in reference vocabulary,18
बाकि,correct spelling,high,found in reference vocabulary,18
सुनना,correct spelling,high,found in reference vocabulary,18
कंपनी,correct spelling,high,found in reference vocabulary,18
यू,correct spelling,high,found in reference vocabulary,18
सौ,correct spelling,high,found in reference vocabulary,18
दीजिए,correct spelling,high,found in reference vocabulary,18
पीने,correct spelling,high,found in reference vocabulary,18
कीजिए,correct spelling,high,found in reference vocabulary,18
भाव,correct spelling,high,found in reference vocabulary,18
बी,correct spelling,high,found in reference vocabulary,18
उनमें,correct spelling,high,found in reference vocabulary,18
सेम,correct spelling,high,found in reference vocabulary,18
घंटे,correct spelling,high,found in reference vocabulary,18
सामना,correct spelling,high,found in reference vocabulary,18
पड़,correct spelling,high,found in reference vocabulary,18
सीख,correct spelling,high,found in reference vocabulary,18
लक्ष्य,correct spelling,high,found in reference vocabulary,18
रोजगार,correct spelling,high,found in reference vocabulary,18
मानसिक,correct spelling,high,found in reference vocabulary,18
पहली,correct spelling,high,found in reference vocabulary,17
स्टार्ट,correct spelling,high,found in reference vocabulary,17
खेलने,correct spelling,high,found in reference vocabulary,17
सब्जी,correct spelling,high,found in reference vocabulary,17
बेस्ट,correct spelling,high,found in reference vocabulary,17
एंड,correct spelling,high,found in reference vocabulary,17
गाय,correct spelling,high,found in reference vocabulary,17
दुख,correct spelling,high,found in reference vocabulary,17
बच्चा,correct spelling,high,found in reference vocabulary,17
सिंह,correct spelling,high,found in reference vocabulary,17
जिसको,correct spelling,high,found in reference vocabulary,17
टाइप,correct spelling,high,found in reference vocabulary,17
लेंगे,correct spelling,high,found in reference vocabulary,17
बराबर,correct spelling,high,found in reference vocabulary,17
मज़ा,correct spelling,high,found in reference vocabulary,17
पी,correct spelling,high,found in reference vocabulary,17
पहाड़,correct spelling,high,found in reference vocabulary,17
बुरा,correct spelling,high,found in reference vocabulary,17
फील,correct spelling,high,found in reference vocabulary,17
एक्चुअली,correct spelling,high,found in reference vocabulary,17
हां।,correct spelling,high,found in reference vocabulary,17
उसपे,correct spelling,high,found in reference vocabulary,17
जानवर,correct spelling,high,found in reference vocabulary,17
डे,correct spelling,high,found in reference vocabulary,17
शिक्षा,correct spelling,high,found in reference vocabulary,17
बदल,correct spelling,high,found in reference vocabulary,17
यात्रा,correct spelling,high,found in reference vocabulary,17
फील्ड,correct spelling,high,found in reference vocabulary,17
लूडो,correct spelling,high,found in reference vocabulary,17
साइकिल,correct spelling,high,found in reference vocabulary,17
पाए,correct spelling,high,found in reference vocabulary,16
सात,correct spelling,high,found in reference vocabulary,16
किए,correct spelling,high,found in reference vocabulary,16
वीडियो,correct spelling,high,found in reference vocabulary,16
मना,correct spelling,high,found in reference vocabulary,16
निर्दोष,correct spelling,high,found in reference vocabulary,16
लड़की,correct spelling,high,found in reference vocabulary,16
मूवी,correct spelling,high,found in reference vocabulary,16
पार्टी,correct spelling,high,found in reference vocabulary,16
चाहिए।,correct spelling,high,found in reference vocabulary,16
हमसे,correct spelling,high,found in reference vocabulary,16
बजा,correct spelling,high,found in reference vocabulary,16
सुनते,correct spelling,high,found in reference vocabulary,16
तरीका,correct spelling,high,found in reference vocabulary,16
मोहल्ले,correct spelling,high,found in reference vocabulary,16
