word,label,confidence,reason,frequency
खिलाती,incorrect,medium,possible typo of 'खिलाते' (similarity=83.33333333333334),1
पुरिया,incorrect,medium,possible typo of 'पुरा' (similarity=80.0),1
दो,correct,high,found in reference vocabulary,138
पुरी,correct,high,found in reference vocabulary,3
शरारतों,incorrect,medium,possible typo of 'शरारत' (similarity=83.33333333333334),1
गर्मी,correct,high,found in reference vocabulary,8
महिने,incorrect,medium,possible typo of 'महीने' (similarity=80.0),1
निकलने,correct,high,found in reference vocabulary,7
देता,correct,high,found in reference vocabulary,48
अगल,correct,high,found in reference vocabulary,6
उनके,correct,high,found in reference vocabulary,123
मेन,correct,high,found in reference vocabulary,12
बोलते,correct,high,found in reference vocabulary,40
गारी,incorrect,medium,possible typo of 'गरीश' (similarity=75.0),1
तुम्हें,correct,high,found in reference vocabulary,5
ठोक,correct,medium,medium frequency in dataset (n=2),2
भाग,correct,high,found in reference vocabulary,15
जाएगी,correct,high,found in reference vocabulary,9
तुम,correct,high,found in reference vocabulary,41
बच्ची,incorrect,medium,possible typo of 'बच्चा' (similarity=80.0),1
मतो,incorrect,medium,possible typo of 'तो' (similarity=80.0),1
हमलोग,correct,high,found in reference vocabulary,20
अड्डा,incorrect,low,no close match found in vocabulary (best=60.0),1
बनाए,correct,high,found in reference vocabulary,11
पार्क,correct,high,found in reference vocabulary,3
गली,correct,high,found in reference vocabulary,3
यहाँ,correct,high,found in reference vocabulary,26
बकरी,correct,high,found in reference vocabulary,4
बकरियाँ,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
पालते,correct,medium,medium frequency in dataset (n=2),2
बच्चें,correct,medium,close match to 'बच्चे' (similarity=90.9090909090909),1
जन्म,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बकरियों,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
गाय,correct,high,found in reference vocabulary,17
बेबी,correct,medium,medium frequency in dataset (n=2),2
डैली,incorrect,medium,possible typo of 'शैली' (similarity=75.0),1
देखने,correct,high,found in reference vocabulary,34
खिलाते,correct,high,found in reference vocabulary,4
खास,correct,high,found in reference vocabulary,24
देने,correct,high,found in reference vocabulary,21
घास,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
छुप,correct,medium,medium frequency in dataset (n=2),2
मैम,correct,high,found in reference vocabulary,63
नेटवर्क,correct,high,found in reference vocabulary,21
आच्छा,incorrect,medium,possible typo of 'अच्छा' (similarity=80.0),1
ओके,correct,high,found in reference vocabulary,47
दिक्कत,correct,high,found in reference vocabulary,41
रहता,correct,high,found in reference vocabulary,159
इशु,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
इशू,correct,medium,medium frequency in dataset (n=2),2
कंटिन्यू,correct,medium,medium frequency in dataset (n=2),2
हाँजी,correct,high,found in reference vocabulary,5
फैमिली,correct,high,found in reference vocabulary,25
ज,correct,high,found in reference vocabulary,13
नही,correct,high,found in reference vocabulary,90
विवाह,correct,medium,medium frequency in dataset (n=2),2
इस,correct,high,found in reference vocabulary,218
मुवी,incorrect,medium,possible typo of 'मूवी' (similarity=75.0),1
रोना,correct,high,found in reference vocabulary,14
वजह,correct,high,found in reference vocabulary,31
हिरोइन,incorrect,low,no close match found in vocabulary (best=60.0),1
बाप,correct,high,found in reference vocabulary,4
मर,correct,medium,medium frequency in dataset (n=2),2
चुके,correct,high,found in reference vocabulary,6
चाचा,correct,high,found in reference vocabulary,5
चाची,correct,high,found in reference vocabulary,7
ओ,correct,high,found in reference vocabulary,24
तरसते,incorrect,medium,possible typo of 'रस्ते' (similarity=80.0),1
उनसे,correct,high,found in reference vocabulary,54
प्यार,correct,high,found in reference vocabulary,15
पाने,incorrect,medium,possible typo of 'पिलाने' (similarity=80.0),1
बेटी,incorrect,medium,possible typo of 'बेटा' (similarity=75.0),1
काले,incorrect,medium,possible typo of 'कालेज' (similarity=88.88888888888889),1
रंग,correct,high,found in reference vocabulary,4
जलती,correct,medium,medium frequency in dataset (n=2),2
है।तो,incorrect,medium,possible typo of 'है।' (similarity=75.0),1
शादी,correct,high,found in reference vocabulary,53
होने,correct,high,found in reference vocabulary,59
शादी।,incorrect,medium,possible typo of 'शादी' (similarity=88.88888888888889),1
मंगलकृत्य,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
उसी,correct,high,found in reference vocabulary,39
हीरोइन,correct,medium,medium frequency in dataset (n=2),2
बहन,correct,high,found in reference vocabulary,11
बचाने,correct,medium,medium frequency in dataset (n=2),2
कहते,correct,high,found in reference vocabulary,34
बचा,correct,high,found in reference vocabulary,7
आते,correct,high,found in reference vocabulary,75
जाता,correct,high,found in reference vocabulary,237
छोटी,correct,high,found in reference vocabulary,18
बदन,correct,high,found in reference vocabulary,5
जल,correct,high,found in reference vocabulary,8
मेडिकल,correct,high,found in reference vocabulary,15
आंखों,incorrect,medium,possible typo of 'आखों' (similarity=88.88888888888889),1
सामने,correct,high,found in reference vocabulary,61
देखा,correct,high,found in reference vocabulary,57
रियलाइज,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
लड़की,correct,high,found in reference vocabulary,16
गलत,correct,high,found in reference vocabulary,44
विदाई,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
घट,incorrect,medium,possible typo of 'घाट' (similarity=80.0),1
खुब,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
खूबसूरत,incorrect,low,no close match found in vocabulary (best=60.0),1
जलते,incorrect,medium,possible typo of 'जूते' (similarity=75.0),1
पूरा,correct,high,found in reference vocabulary,66
सीन,correct,high,found in reference vocabulary,10
देखकर,correct,high,found in reference vocabulary,8
ओजो,incorrect,medium,possible typo of 'जो' (similarity=80.0),1
हीरो,correct,high,found in reference vocabulary,6
उम्मपीछे,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
साइड,correct,high,found in reference vocabulary,20
कौन,correct,high,found in reference vocabulary,92
सि,incorrect,medium,possible typo of 'सिख' (similarity=80.0),1
फिलिम,incorrect,medium,possible typo of 'फिल्म' (similarity=80.0),1
बोलिए,correct,high,found in reference vocabulary,38
बताना,correct,high,found in reference vocabulary,33
बताईए,correct,high,found in reference vocabulary,19
पिताजी,correct,high,found in reference vocabulary,3
